"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12","UpdateLeadStageTest","Sanity Tests","Mon Aug 04 18:15:56 IST 2025","skipped","Mon Aug 04 18:15:56 IST 2025","Lead Process Field Setup Tests","","",""
"","15","UpdateTicketPriorityTest","Sanity Tests","Mon Aug 04 15:45:06 IST 2025","skipped","Mon Aug 04 15:45:06 IST 2025","Ticket Process (Type, Priority, Stage) Setup Tests","","",""
"","72","Ticket Priority Update","Sanity Tests","Tue Aug 05 16:33:18 IST 2025","passed","Tue Aug 05 16:33:18 IST 2025","Ticket Process Field Setup Tests > Ticket Priority Creation and Updation","","",""
"","10088","LeadLostReasonSetupTest","Sanity Tests","Mon Aug 04 18:59:08 IST 2025","passed","Mon Aug 04 18:59:18 IST 2025","Lead Process Field Setup Tests","","",""
"","198","Lead Stage Setup","Sanity Tests","Tue Aug 05 16:25:47 IST 2025","passed","Tue Aug 05 16:25:47 IST 2025","Lead Process Field Setup Tests > Lead Stage Creation and Updation","","",""
"","904","ClickOnLeadStageNavigationTest","Sanity Tests","Mon Aug 04 15:59:57 IST 2025","passed","Mon Aug 04 15:59:58 IST 2025","Lead Navigation Tests","","",""
"","5045","ClickOnLeadStatusNavigationTest","Sanity Tests","Mon Aug 04 16:04:16 IST 2025","failed","Mon Aug 04 16:04:21 IST 2025","Lead Process Field Setup Tests","","",""
"","16","UpdateTicketTypeTest","Sanity Tests","Mon Aug 04 15:45:06 IST 2025","skipped","Mon Aug 04 15:45:06 IST 2025","Ticket Process (Type, Priority, Stage) Setup Tests","","",""
"","20","UpdateTicketFieldTest","Sanity Tests","Mon Aug 04 15:45:49 IST 2025","skipped","Mon Aug 04 15:45:49 IST 2025","Ticket Field Setup Tests","","",""
"","5065","ClickonLeadStatusTest","Sanity Tests","Mon Aug 04 18:15:56 IST 2025","failed","Mon Aug 04 18:16:01 IST 2025","Lead Process Field Setup Tests","","",""
"","477","CreateTicketFieldTest","Sanity Tests","Mon Aug 04 15:45:34 IST 2025","failed","Mon Aug 04 15:45:34 IST 2025","Ticket Field Setup Tests","","",""
"","2301","Click on Lead Lost Reason","Sanity Tests","Tue Aug 05 16:25:54 IST 2025","passed","Tue Aug 05 16:25:57 IST 2025","Lead Process Field Setup Tests > Lead Lost Reason Creation and Updation","","",""
"","2628","ClickOnLeadStageNavigationTest","Sanity Tests","Mon Aug 04 16:03:58 IST 2025","passed","Mon Aug 04 16:04:00 IST 2025","Lead Process Field Setup Tests","","",""
"","79","Ticket Stage Update","Sanity Tests","Tue Aug 05 16:35:34 IST 2025","passed","Tue Aug 05 16:35:34 IST 2025","Ticket Process Field Setup Tests > Ticket Stage Creation and Updation","","",""
"","5962","Tabbing System Setup Elements","Sanity Tests","Wed Jul 30 20:56:47 IST 2025","failed","Wed Jul 30 20:56:53 IST 2025","Sanity - System Setup Tabbing Functionality","","",""
"","2010","SetupLeadStageTest","Sanity Tests","Mon Aug 04 16:04:14 IST 2025","passed","Mon Aug 04 16:04:16 IST 2025","Lead Process Field Setup Tests","","",""
"","2549","Click on Ticket Stage","Sanity Tests","Tue Aug 05 16:35:16 IST 2025","passed","Tue Aug 05 16:35:19 IST 2025","Ticket Process Field Setup Tests > Ticket Stage Creation and Updation","","",""
"","14","ClickOnLeadLostReasonNavigationTest","Sanity Tests","Mon Aug 04 16:04:22 IST 2025","skipped","Mon Aug 04 16:04:22 IST 2025","Lead Process Field Setup Tests","","",""
"","124","Ticket Type Setup","Sanity Tests","Tue Aug 05 16:33:09 IST 2025","passed","Tue Aug 05 16:33:09 IST 2025","Ticket Process Field Setup Tests > Ticket Type Creation and Updation","","",""
"","61","Lead Stage Update","Sanity Tests","Tue Aug 05 16:25:49 IST 2025","passed","Tue Aug 05 16:25:49 IST 2025","Lead Process Field Setup Tests > Lead Stage Creation and Updation","","",""
