"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","477","CreateTicketFieldTest","Sanity Tests","Mon Aug 04 15:45:34 IST 2025","failed","Mon Aug 04 15:45:34 IST 2025","Ticket Field Setup Tests","","",""
"","20","UpdateTicketFieldTest","Sanity Tests","Mon Aug 04 15:45:49 IST 2025","skipped","Mon Aug 04 15:45:49 IST 2025","Ticket Field Setup Tests","","",""
"","1210","ClickOnLeadStatusNavigationTest","Sanity Tests","Mon Aug 04 16:00:04 IST 2025","passed","Mon Aug 04 16:00:05 IST 2025","Lead Navigation Tests","","",""
"","2673","Click on Ticket Stage for Update","Sanity Tests","Tue Aug 05 16:35:31 IST 2025","passed","Tue Aug 05 16:35:34 IST 2025","Ticket Process Field Setup Tests > Ticket Stage Creation and Updation","","",""
"","14880","LeadStageCompleteTest","Sanity Tests","Mon Aug 04 19:15:54 IST 2025","passed","Mon Aug 04 19:16:09 IST 2025","Lead Process Field Setup Tests","","",""
"","2658","Click on Lead Lost Reason","Sanity Tests","Tue Aug 12 15:49:25 IST 2025","passed","Tue Aug 12 15:49:28 IST 2025","Lead Process Field Setup Tests > Lead Lost Reason Creation and Updation","","",""
"","2271","Click on Lead Lost Reason for Update","Sanity Tests","Tue Aug 12 15:49:31 IST 2025","passed","Tue Aug 12 15:49:33 IST 2025","Lead Process Field Setup Tests > Lead Lost Reason Creation and Updation","","",""
"","10088","LeadLostReasonSetupTest","Sanity Tests","Mon Aug 04 18:59:08 IST 2025","passed","Mon Aug 04 18:59:18 IST 2025","Lead Process Field Setup Tests","","",""
"","5045","ClickOnLeadStatusNavigationTest","Sanity Tests","Mon Aug 04 16:04:16 IST 2025","failed","Mon Aug 04 16:04:21 IST 2025","Lead Process Field Setup Tests","","",""
"","16","UpdateTicketTypeTest","Sanity Tests","Mon Aug 04 15:45:06 IST 2025","skipped","Mon Aug 04 15:45:06 IST 2025","Ticket Process (Type, Priority, Stage) Setup Tests","","",""
"","14","ClickOnLeadLostReasonNavigationTest","Sanity Tests","Mon Aug 04 16:04:22 IST 2025","skipped","Mon Aug 04 16:04:22 IST 2025","Lead Process Field Setup Tests","","",""
"","135","RBL Update Disposition Question Test","RBL Tests","Wed Aug 13 12:11:05 IST 2025","skipped","Wed Aug 13 12:11:05 IST 2025","RBL - Disposition Question Setup Tests","","",""
"","3433","RBL Create Disposition Screen","RBL Tests","Mon Aug 11 21:43:18 IST 2025","passed","Mon Aug 11 21:43:21 IST 2025","RBL - Disposition Screen Setup Tests","","",""
"","5065","ClickonLeadStatusTest","Sanity Tests","Mon Aug 04 18:15:56 IST 2025","failed","Mon Aug 04 18:16:01 IST 2025","Lead Process Field Setup Tests","","",""
"","18","RBL Create Campaign Test","RBL Tests","Wed Aug 13 12:11:13 IST 2025","failed","Wed Aug 13 12:11:13 IST 2025","RBL - Campaign Creation Tests","","",""
"","124","Ticket Type Setup","Sanity Tests","Tue Aug 05 16:33:09 IST 2025","passed","Tue Aug 05 16:33:09 IST 2025","Ticket Process Field Setup Tests > Ticket Type Creation and Updation","","",""
"","2010","SetupLeadStageTest","Sanity Tests","Mon Aug 04 16:04:14 IST 2025","passed","Mon Aug 04 16:04:16 IST 2025","Lead Process Field Setup Tests","","",""
"","20","RBL Create Disposition Question","RBL Tests","Wed Aug 13 12:10:59 IST 2025","passed","Wed Aug 13 12:10:59 IST 2025","RBL - Disposition Question Setup Tests","","",""
"","8175","createCampaignTest","Sanity Tests","Wed Aug 06 20:21:02 IST 2025","passed","Wed Aug 06 20:21:11 IST 2025","Campaign Creation Updation Tests","","",""
"","5","CreateLeadLostReasonTest","Sanity Tests","Mon Aug 04 15:44:24 IST 2025","skipped","Mon Aug 04 15:44:24 IST 2025","Lead Process Field Setup Tests","","",""
"","3","Create Category First","Sanity Tests","Tue Aug 12 15:46:26 IST 2025","skipped","Tue Aug 12 15:46:26 IST 2025","Lead Process Field Setup Tests > Lead Stage Creation and Updation","","",""
"","552","Click on Lead Status for Update","RBL Tests","Wed Aug 13 12:10:56 IST 2025","passed","Wed Aug 13 12:10:57 IST 2025","RBL - Lead Process Field Setup Tests > RBL Lead Status Creation and Updation","","",""
"","30","RBL Lead Status Update","RBL Tests","Wed Aug 13 12:10:57 IST 2025","passed","Wed Aug 13 12:10:57 IST 2025","RBL - Lead Process Field Setup Tests > RBL Lead Status Creation and Updation","","",""
"","79","Ticket Stage Update","Sanity Tests","Tue Aug 05 16:35:34 IST 2025","passed","Tue Aug 05 16:35:34 IST 2025","Ticket Process Field Setup Tests > Ticket Stage Creation and Updation","","",""
"","8","SetupLeadLostReasonTest","Sanity Tests","Mon Aug 04 16:04:22 IST 2025","skipped","Mon Aug 04 16:04:22 IST 2025","Lead Process Field Setup Tests","","",""
"","79","Ticket Type Update","Sanity Tests","Tue Aug 05 16:33:12 IST 2025","passed","Tue Aug 05 16:33:12 IST 2025","Ticket Process Field Setup Tests > Ticket Type Creation and Updation","","",""
"","584","Click on Lead Stage","RBL Tests","Wed Aug 13 12:10:49 IST 2025","passed","Wed Aug 13 12:10:50 IST 2025","RBL - Lead Process Field Setup Tests > RBL Lead Stage Creation and Updation","","",""
"","12835","LeadStatusCompleteTest","Sanity Tests","Mon Aug 04 19:11:57 IST 2025","passed","Mon Aug 04 19:12:10 IST 2025","Lead Process Field Setup Tests","","",""
"","22859","TicketTypeCompleteTest","Sanity Tests","Mon Aug 04 19:43:30 IST 2025","passed","Mon Aug 04 19:43:53 IST 2025","Ticket Process Field Setup Tests","","",""
"","2549","Click on Ticket Stage","Sanity Tests","Tue Aug 05 16:35:16 IST 2025","passed","Tue Aug 05 16:35:19 IST 2025","Ticket Process Field Setup Tests > Ticket Stage Creation and Updation","","",""
"","19","CreateTicketStageTest","Sanity Tests","Mon Aug 04 15:45:06 IST 2025","skipped","Mon Aug 04 15:45:06 IST 2025","Ticket Process (Type, Priority, Stage) Setup Tests","","",""
"","28","UpdateTicketStageTest","Sanity Tests","Mon Aug 04 15:45:06 IST 2025","skipped","Mon Aug 04 15:45:06 IST 2025","Ticket Process (Type, Priority, Stage) Setup Tests","","",""
"","6","RBL Update Field Test","RBL Tests","Wed Aug 13 12:10:11 IST 2025","skipped","Wed Aug 13 12:10:11 IST 2025","RBL - Field Setup Tests","","",""
"","701","Click on Lead Stage for Update","RBL Tests","Wed Aug 13 12:10:55 IST 2025","passed","Wed Aug 13 12:10:55 IST 2025","RBL - Lead Process Field Setup Tests > RBL Lead Stage Creation and Updation","","",""
"","2711","Click on Lead Stage for Update","Sanity Tests","Tue Aug 12 15:49:16 IST 2025","passed","Tue Aug 12 15:49:19 IST 2025","Lead Process Field Setup Tests > Lead Stage Creation and Updation","","",""
"","1495","Lead Stage Setup","Sanity Tests","Tue Aug 12 15:49:14 IST 2025","passed","Tue Aug 12 15:49:16 IST 2025","Lead Process Field Setup Tests > Lead Stage Creation and Updation","","",""
"","2807","Click on Ticket Priority for Update","Sanity Tests","Tue Aug 05 16:33:15 IST 2025","passed","Tue Aug 05 16:33:18 IST 2025","Ticket Process Field Setup Tests > Ticket Priority Creation and Updation","","",""
"","1","UpdateLeadFieldTest","Sanity Tests","Tue Aug 12 15:44:54 IST 2025","skipped","Tue Aug 12 15:44:54 IST 2025","Lead Field Setup Tests","","",""
"","5014","CreateLeadStatusTest","Sanity Tests","Mon Aug 04 15:44:18 IST 2025","failed","Mon Aug 04 15:44:23 IST 2025","Lead Process Field Setup Tests","","",""
"","2214","CreateLeadStageTest","Sanity Tests","Mon Aug 04 15:44:03 IST 2025","passed","Mon Aug 04 15:44:05 IST 2025","Lead Process Field Setup Tests","","",""
"","14","RBL User Updation Test","RBL Tests","Wed Aug 13 12:09:50 IST 2025","skipped","Wed Aug 13 12:09:50 IST 2025","RBL - User Creation and Updation Tests","","",""
"","16","RBL Import File Test","RBL Tests","Wed Aug 13 12:11:11 IST 2025","failed","Wed Aug 13 12:11:11 IST 2025","RBL - Import Setup Tests","","",""
"","72","Ticket Priority Update","Sanity Tests","Tue Aug 05 16:33:18 IST 2025","passed","Tue Aug 05 16:33:18 IST 2025","Ticket Process Field Setup Tests > Ticket Priority Creation and Updation","","",""
"","38","RBL Create Disposition Screen","RBL Tests","Wed Aug 13 12:11:05 IST 2025","passed","Wed Aug 13 12:11:05 IST 2025","RBL - Disposition Screen Setup Tests","","",""
"","10","CreateTicketPriorityTest","Sanity Tests","Mon Aug 04 15:45:06 IST 2025","skipped","Mon Aug 04 15:45:06 IST 2025","Ticket Process (Type, Priority, Stage) Setup Tests","","",""
"","56","RBL Create Field","RBL Tests","Wed Aug 13 12:10:11 IST 2025","failed","Wed Aug 13 12:10:11 IST 2025","RBL - Field Setup Tests","","",""
"","2187","Click on Disposition Question","Sanity Tests","Tue Aug 05 20:42:22 IST 2025","passed","Tue Aug 05 20:42:24 IST 2025","Disposition Question Setup Tests > Disposition Question Creation and Updation","","",""
"","2","RBL Update Disposition Question Test","RBL Tests","Mon Aug 11 21:30:31 IST 2025","skipped","Mon Aug 11 21:30:31 IST 2025","RBL - Disposition Question Setup Tests","","",""
"","0","RBL Update Skill","RBL Tests","Wed Aug 13 12:10:09 IST 2025","skipped","Wed Aug 13 12:10:09 IST 2025","RBL - Skill Setup Tests","","",""
"","98","Ticket Stage Setup","Sanity Tests","Tue Aug 05 16:35:31 IST 2025","passed","Tue Aug 05 16:35:31 IST 2025","Ticket Process Field Setup Tests > Ticket Stage Creation and Updation","","",""
"","2703","Lead Lost Reason Setup","Sanity Tests","Tue Aug 12 15:49:28 IST 2025","passed","Tue Aug 12 15:49:31 IST 2025","Lead Process Field Setup Tests > Lead Lost Reason Creation and Updation","","",""
"","144","Lead Stage Update","Sanity Tests","Tue Aug 12 15:49:19 IST 2025","passed","Tue Aug 12 15:49:19 IST 2025","Lead Process Field Setup Tests > Lead Stage Creation and Updation","","",""
"","2628","ClickOnLeadStageNavigationTest","Sanity Tests","Mon Aug 04 16:03:58 IST 2025","passed","Mon Aug 04 16:04:00 IST 2025","Lead Process Field Setup Tests","","",""
"","5026","CreateTicketTypeTest","Sanity Tests","Mon Aug 04 15:44:48 IST 2025","failed","Mon Aug 04 15:44:53 IST 2025","Ticket Process (Type, Priority, Stage) Setup Tests","","",""
"","641","Click on Lead Status","RBL Tests","Wed Aug 13 12:10:55 IST 2025","passed","Wed Aug 13 12:10:56 IST 2025","RBL - Lead Process Field Setup Tests > RBL Lead Status Creation and Updation","","",""
"","61","Lead Status Update","Sanity Tests","Tue Aug 12 15:49:25 IST 2025","passed","Tue Aug 12 15:49:25 IST 2025","Lead Process Field Setup Tests > Lead Status Creation and Updation","","",""
"","6","UpdateLeadStatusTest","Sanity Tests","Mon Aug 04 18:16:02 IST 2025","skipped","Mon Aug 04 18:16:02 IST 2025","Lead Process Field Setup Tests","","",""
"","5962","Tabbing System Setup Elements","Sanity Tests","Wed Jul 30 20:56:47 IST 2025","failed","Wed Jul 30 20:56:53 IST 2025","Sanity - System Setup Tabbing Functionality","","",""
"","3","SetupLeadStatusTest","Sanity Tests","Mon Aug 04 16:04:22 IST 2025","skipped","Mon Aug 04 16:04:22 IST 2025","Lead Process Field Setup Tests","","",""
"","10859","RBL Create Lead Field","RBL Tests","Wed Aug 13 12:10:31 IST 2025","failed","Wed Aug 13 12:10:42 IST 2025","RBL - Lead Field Setup Tests","","",""
"","609","RBL Update Disposition Screen Test","RBL Tests","Mon Aug 11 21:31:51 IST 2025","skipped","Mon Aug 11 21:31:51 IST 2025","RBL - Disposition Screen Setup Tests","","",""
"","8","UpdateLeadLostReasonTest","Sanity Tests","Mon Aug 04 18:16:02 IST 2025","skipped","Mon Aug 04 18:16:02 IST 2025","Lead Process Field Setup Tests","","",""
"","86","RBL Create Category","RBL Tests","Wed Aug 13 12:09:51 IST 2025","passed","Wed Aug 13 12:09:51 IST 2025","RBL - Category Setup Tests","","",""
"","21033","CreateLeadFieldTest","Sanity Tests","Tue Aug 12 15:44:27 IST 2025","passed","Tue Aug 12 15:44:48 IST 2025","Lead Field Setup Tests","","",""
"","985","ClickOnLeadLostReasonNavigationTest","Sanity Tests","Mon Aug 04 16:00:05 IST 2025","passed","Mon Aug 04 16:00:06 IST 2025","Lead Navigation Tests","","",""
"","154","RBL Update Disposition Screen Test","RBL Tests","Wed Aug 13 12:11:10 IST 2025","skipped","Wed Aug 13 12:11:10 IST 2025","RBL - Disposition Screen Setup Tests","","",""
"","81","RBL Lead Status Setup","RBL Tests","Wed Aug 13 12:10:56 IST 2025","passed","Wed Aug 13 12:10:56 IST 2025","RBL - Lead Process Field Setup Tests > RBL Lead Status Creation and Updation","","",""
"","2522","Click on Disposition Question for Update","Sanity Tests","Tue Aug 05 20:42:43 IST 2025","passed","Tue Aug 05 20:42:46 IST 2025","Disposition Question Setup Tests > Disposition Question Creation and Updation","","",""
"","12","UpdateLeadStageTest","Sanity Tests","Mon Aug 04 18:15:56 IST 2025","skipped","Mon Aug 04 18:15:56 IST 2025","Lead Process Field Setup Tests","","",""
"","32","RBL Lead Lost Reason Update","RBL Tests","Wed Aug 13 12:10:58 IST 2025","passed","Wed Aug 13 12:10:59 IST 2025","RBL - Lead Process Field Setup Tests > RBL Lead Lost Reason Creation and Updation","","",""
"","5872","RBL Create Skill","RBL Tests","Wed Aug 13 12:10:04 IST 2025","failed","Wed Aug 13 12:10:09 IST 2025","RBL - Skill Setup Tests","","",""
"","528","Lead Status Setup","Sanity Tests","Tue Aug 12 15:49:22 IST 2025","passed","Tue Aug 12 15:49:22 IST 2025","Lead Process Field Setup Tests > Lead Status Creation and Updation","","",""
"","11719","LeadStageSetupTest","Sanity Tests","Mon Aug 04 18:58:44 IST 2025","passed","Mon Aug 04 18:58:55 IST 2025","Lead Process Field Setup Tests","","",""
"","10056","RBL Create Disposition Question","RBL Tests","Mon Aug 11 21:35:49 IST 2025","failed","Mon Aug 11 21:35:59 IST 2025","RBL - Disposition Question Setup Tests","","",""
"","710","Click on Ticket Type","Sanity Tests","Tue Aug 05 16:32:56 IST 2025","passed","Tue Aug 05 16:32:56 IST 2025","Ticket Process Field Setup Tests > Ticket Type Creation and Updation","","",""
"","80","RBL Lead Lost Reason Setup","RBL Tests","Wed Aug 13 12:10:57 IST 2025","passed","Wed Aug 13 12:10:57 IST 2025","RBL - Lead Process Field Setup Tests > RBL Lead Lost Reason Creation and Updation","","",""
"","151","Lead Lost Reason Update","Sanity Tests","Tue Aug 12 15:49:33 IST 2025","passed","Tue Aug 12 15:49:33 IST 2025","Lead Process Field Setup Tests > Lead Lost Reason Creation and Updation","","",""
"","100","Ticket Priority Setup","Sanity Tests","Tue Aug 05 16:33:15 IST 2025","passed","Tue Aug 05 16:33:15 IST 2025","Ticket Process Field Setup Tests > Ticket Priority Creation and Updation","","",""
"","2918","Click on Ticket Priority","Sanity Tests","Tue Aug 05 16:33:12 IST 2025","passed","Tue Aug 05 16:33:15 IST 2025","Ticket Process Field Setup Tests > Ticket Priority Creation and Updation","","",""
"","15","UpdateTicketPriorityTest","Sanity Tests","Mon Aug 04 15:45:06 IST 2025","skipped","Mon Aug 04 15:45:06 IST 2025","Ticket Process (Type, Priority, Stage) Setup Tests","","",""
"","3080","Click on Lead Status","Sanity Tests","Tue Aug 12 15:49:19 IST 2025","passed","Tue Aug 12 15:49:22 IST 2025","Lead Process Field Setup Tests > Lead Status Creation and Updation","","",""
"","2097","ClickonLeadStageTest","Sanity Tests","Mon Aug 04 18:16:49 IST 2025","passed","Mon Aug 04 18:16:51 IST 2025","Lead Process Field Setup Tests","","",""
"","582","Click on Lead Lost Reason","RBL Tests","Wed Aug 13 12:10:57 IST 2025","passed","Wed Aug 13 12:10:57 IST 2025","RBL - Lead Process Field Setup Tests > RBL Lead Lost Reason Creation and Updation","","",""
